ror1_flag,ror1_confidence,ror1_reasoning,b7h3_flag,b7h3_confidence,b7h3_reasoning,topo1_flag,topo1_confidence,topo1_reasoning,bispecific_flag,bispecific_reasoning,competitor_flag,competitor_reasoning,lens_id,error
False,none,"The claims do not mention ROR1 or any characteristics associated with ROR1 targeting, such as Wnt5a signaling or expression in specific cancers.",False,none,"The claims do not mention B7-H3, CD276, or any characteristics associated with B7-H3 targeting, such as overexpression in specific solid tumors.",False,none,The claims do not mention topoisomerase I inhibitors or any specific payloads like camptothecin derivatives or related compounds.,False,The claims do not describe any bispecific or multispecific antibody constructs.,False,"None of the claims relate to ROR1, B7-H3, or topoisomerase I inhibitors, and there are no bispecific constructs targeting these antigens. Therefore, this patent does not pose a competitive risk to the ADC program targeting these elements.",199-366-511-138-292,
False,none,"The claims do not mention ROR1 or any characteristics specific to ROR1 targeting, such as orphan receptor tyrosine kinase involvement or expression patterns.",False,none,"The claims do not mention B7-H3, CD276, or any specific characteristics of B7-H3 targeting, such as overexpression in specific cancers or being a 4Ig B7 family member.",False,none,The claims do not mention topoisomerase I inhibitors or any related payloads such as camptothecin derivatives or DNA single-strand break mechanisms.,False,The claims do not describe any bispecific or multispecific antibody constructs.,False,"None of the claims relate to ROR1, B7-H3, or topoisomerase I inhibitor payloads, and there are no bispecific constructs described. Therefore, there is no competitive risk to the ADC program targeting these elements.",196-962-670-036-746,
False,none,"The claims focus on a fusion protein targeting TIGIT and TGF-β, with no mention of ROR1 or related receptor characteristics.",False,none,"There is no mention of B7-H3, CD276, or related characteristics in the claims, which focus on TIGIT and TGF-β.",False,none,"The claims do not mention any topoisomerase I inhibitors or related payloads, focusing instead on a fusion protein with TIGIT and TGF-β binding.",False,"The claims describe a fusion protein with TIGIT and TGF-β binding, not a bispecific antibody targeting ROR1 or B7-H3.",False,"The patent claims do not cover ROR1, B7-H3, or topoisomerase I inhibitors, and thus do not pose a competitive risk to the ADC program targeting these elements.",076-011-319-154-134,
False,none,"The claims do not mention ROR1, orphan receptor tyrosine kinases, or any related signaling pathways or expression profiles that would suggest ROR1 targeting.",False,none,"The claims do not mention B7-H3, CD276, or any characteristics specific to B7-H3 targeting. There is no indication of targeting a 4Ig B7 family member or any related expression profiles.",False,none,The claims focus on gamma polyglutamated aminopterin compositions and do not mention topoisomerase I inhibitors or related payloads such as camptothecin derivatives.,False,"The claims do not describe any bispecific or multispecific antibody constructs, nor do they suggest targeting ROR1 or B7-H3.",False,"There is no indication from the claims that the patent poses a competitive risk to an ADC program targeting ROR1, B7-H3, or using a topoisomerase I inhibitor payload.",068-014-891-791-621,
False,none,"The claims do not mention ROR1 or any specific characteristics associated with ROR1 targeting, such as involvement in Wnt5a signaling or expression in specific cancers.",False,none,"The claims do not mention B7-H3, CD276, or any specific characteristics associated with B7-H3 targeting, such as overexpression in certain solid tumors.",False,none,The claims do not specify any topoisomerase I inhibitors or related compounds such as camptothecin derivatives. The focus is on peptidomimetic linkers and general drug moieties without specific mention of topoisomerase I inhibition.,False,The claims do not describe any bispecific or multispecific antibody constructs. The focus is on single antibody-drug conjugates.,False,"None of the criteria for ROR1, B7-H3, or topoisomerase I inhibitor payloads are met with medium or high confidence. The claims focus on peptidomimetic linkers and general ADC constructs without specific targeting or payload details relevant to the program.",004-128-372-550-256,
False,none,"The claims focus on antibodies targeting the OX40 receptor, with no mention of ROR1 or related characteristics.",False,none,"There is no mention of B7-H3, CD276, or related characteristics in the claims, which are specific to OX40.",False,none,The claims do not mention any topoisomerase I inhibitors or related payloads; they focus on OX40 antibodies.,False,The claims do not describe any bispecific or multispecific antibodies involving ROR1 or B7-H3.,False,"The patent claims are specific to OX40 antibodies and do not involve ROR1, B7-H3, or topoisomerase I inhibitors, posing no competitive risk to the ADC program targeting these elements.",007-875-447-103-193,
False,none,"The claims do not mention ROR1 or any specific characteristics associated with ROR1 targeting, such as Wnt5a signaling or expression in CLL.",False,none,"The claims do not mention B7-H3, CD276, or any specific characteristics associated with B7-H3 targeting, such as being a 4Ig B7 family member.",True,high,"The claims explicitly list camptothecin and topoisomerase inhibitor RFS 2000 as potential payloads, which are known topoisomerase I inhibitors.",False,The claims do not describe any bispecific or multispecific antibody constructs.,True,"The patent poses a competitive risk due to the high confidence identification of topoisomerase I inhibitor payloads, which are relevant to the ADC program.",013-716-093-661-09X,
False,none,"The claims focus on compounds inhibiting EGFR-HSP90 interactions, with no mention of ROR1 or related characteristics.",False,none,"There is no mention of B7-H3, CD276, or related characteristics in the claims.",False,none,The claims do not mention topoisomerase I inhibitors or related payloads.,False,The claims do not describe any bispecific or multispecific antibody constructs.,False,"The patent claims do not cover ROR1, B7-H3, or topoisomerase I inhibitors, and there are no bispecific constructs relevant to these targets.",022-873-617-525-132,
False,none,"The claims do not mention ROR1, orphan receptor tyrosine kinases, or any related signaling pathways. The focus is on detecting ferroptosis using anti-TfR1 antibodies.",False,none,"There is no mention of B7-H3, CD276, or any related B7 family member in the claims. The patent is centered on ferroptosis detection and treatment using anti-TfR1 antibodies.",False,none,The claims do not reference topoisomerase I inhibitors or any related payloads. The focus is on ferroptosis and anti-TfR1 antibodies.,False,The claims do not describe any bispecific or multispecific antibody constructs. The patent is focused on monoclonal antibodies targeting TfR1.,False,"The patent does not pose a competitive risk to an ADC program targeting ROR1, B7-H3, or using a topoisomerase I inhibitor payload, as it is focused on ferroptosis detection and treatment using anti-TfR1 antibodies.",018-880-642-189-768,
False,none,"The claims do not mention ROR1 or any characteristics specific to ROR1 targeting, such as Wnt5a signaling or expression in CLL.",False,none,"There is no mention of B7-H3, CD276, or any related characteristics in the claims.",False,none,The claims focus on antifolate agents and do not mention topoisomerase I inhibitors or related compounds.,False,The claims do not describe any bispecific or multispecific antibody constructs.,False,"None of the criteria for ROR1, B7-H3, or topoisomerase I inhibitor payloads are met, and there are no bispecific constructs described. Therefore, this patent does not pose a competitive risk to the ADC program.",026-681-270-787-908,
